Adaptive Defrost,ApplStandard,Brand,CEC_,CompartGrVol,CompartNetVol,CompartType,Configuration,Country,Depth,Designation,FF Vol,FZ Vol,Group,Height,Icemaker,MEPSApproval,Model No,Family Name,N-Standard,Star2009,SRI2009,No_Doors,S-MEPS_Ad,S-MEPScutoff,Sold_in,Submit_ID,SubmitStatus,Tot Vol,Width,ExpDate,GrandDate,Product Class,Availability Status,Product Website,Representative Brand URL,Fixed MEPS allowance factor,Variable MEPS allowance factor,Adjusted volume,Type,Star Rating (old),Star Image Large,Star Image Small,Registration Number
False,AS/NZS 4474.2:2001 (Legacy),FISHER & PAYKEL,252,"62.0,6.0","59.0,5.0","Fresh Food,Ice making",Upright,China,470.0,Refrigerator,62,0,2,636.0,False,MEPS 1999 (table 3.1a),FAU80,,AS/NZS 4474.1:2007,,,,,350.232,New Zealand,9754,Superseded,68.0,474.0,,2004-12-31,Class 2,Available,,,300.0,0.728,69.0,2,,,,ZRF0001
False,AS/NZS 4474.2:2001 (Legacy),FISHER & PAYKEL,279,"51.0,5.0","43.0,4.0","Fresh Food,Ice making",Upright,China,501.0,Refrigerator,51,0,2,492.0,False,MEPS 1999 (table 3.1a),FAU50,,AS/NZS 4474.1:2007,,,,,341.496,New Zealand,10835,Superseded,56.0,480.0,,2004-12-31,Class 2,Available,,,300.0,0.728,57.0,2,,,,ZRF0002
True,AS/NZS 4474.2:2001 (Legacy),BOSCH,835,"273.0,141.0","264.0,91.0","Fresh Food,Freezer",Upright,Greece,650.0,Refrigerator/Freezer,273,141,5B,1850.0,False,MEPS 1999 (table 3.1a),KAKGU4001,,AS/NZS 4474.1:2007,,,,,1102.754,New Zealand,11488,Superseded,414.0,700.0,,2004-12-31,Class 6,Unavailable,,,424.0,1.256,498.6,5B,,,,ZRF0003
True,AS/NZS 4474.2:2001 (Legacy),BOSCH,835,"273.0,141.0","264.0,91.0","Fresh Food,Freezer",Upright,Greece,650.0,Refrigerator/Freezer,273,141,5B,1850.0,False,MEPS 1999 (table 3.1a),KGU40121,,AS/NZS 4474.1:2007,,,,,1102.754,New Zealand,11488,Superseded,414.0,700.0,,2004-12-31,Class 6,Unavailable,,,424.0,1.256,498.6,5B,,,,ZRF0003
True,AS/NZS 4474.2:2001 (Legacy),BOSCH,835,"273.0,141.0","264.0,91.0","Fresh Food,Freezer",Upright,Greece,650.0,Refrigerator/Freezer,273,141,5B,1850.0,False,MEPS 1999 (table 3.1a),KAKGU4001,,AS/NZS 4474.1:2007,,,,,1102.754,"Australia,New Zealand",11491,Superseded,414.0,700.0,,2004-12-31,Class 6,Unavailable,,,424.0,1.256,498.6,5B,,,,ZRF0004
True,AS/NZS 4474.2:2001 (Legacy),BOSCH,835,"273.0,141.0","264.0,91.0","Fresh Food,Freezer",Upright,Greece,650.0,Refrigerator/Freezer,273,141,5B,1850.0,False,MEPS 1999 (table 3.1a),KGU40120IE,,AS/NZS 4474.1:2007,,,,,1102.754,"Australia,New Zealand",11491,Superseded,414.0,700.0,,2004-12-31,Class 6,Unavailable,,,424.0,1.256,498.6,5B,,,,ZRF0004
False,AS/NZS 4474.2:2001 (Legacy),KELON,517,"64.5,158.1","64.5,150.8","Freezer,Fresh Food",Upright,China,630.0,Refrigerator/Freezer,158.1,64.5,5T,1550.0,False,MEPS 1999 (table 3b),RD-28 WR4HB,,AS/NZS 4474.1:2007,,,,,752.193,New Zealand,11582,Superseded,222.6,564.0,,2004-12-31,Class 5,Available,,,424.0,1.256,261.3,5T,,,,ZRF0005
False,AS/NZS 4474.2:2001 (Legacy),KELON,585,"66.7,183.1","66.7,179.5","Freezer,Fresh Food",Upright,China,610.0,Refrigerator/Freezer,183.1,66.7,5T,1670.0,False,MEPS 1999 (table 3b),RD-32WR4H,,AS/NZS 4474.1:2007,,,,,787.989,New Zealand,11589,Superseded,249.8,564.0,,2004-12-31,Class 5,Available,,,424.0,1.256,289.8,5T,,,,ZRF0006
False,AS/NZS 4474.2:2001 (Legacy),INDESIT,547,"72.0,260.0","72.0,257.0","Freezer,Fresh Food",Upright,Italy,600.0,Refrigerator/Freezer,260,72,4,1750.0,False,MEPS 1999 (table 3b),R34,,AS/NZS 4474.1:2007/Amdt 1:2008,,,,,807.52,New Zealand,12521,Superseded,332.0,600.0,,2004-12-31,Class 4,Available,,,424.0,1.02,376.0,4,,,,ZRF0007
False,AS/NZS 4474.2:2001 (Legacy),THE WAREHOUSE FREEZER CHEST,349,100.0,100.0,Freezer,Chest,China,,Freezer,0,100,1,,False,MEPS 1999 (table 3b),TWHBD-100,,AS/NZS 4474.1:2007,,,,,510.72,New Zealand,13183,Superseded,100.0,,,2004-12-31,Class 8,Available,,,368.0,0.892,160.0,6C,,,,ZRF0018
False,AS/NZS 4474.2:2001 (Legacy),THE WAREHOUSE FREEZER CHEST,349,100.0,100.0,Freezer,Chest,China,,Freezer,0,100,1,,False,MEPS 1999 (table 3b),TWHBD-100,,AS/NZS 4474.1:2007,,,,,510.72,New Zealand,13184,Superseded,100.0,,,2004-12-31,Class 8,Available,,,368.0,0.892,160.0,6C,,,,ZRF0009
False,AS/NZS 4474.2:2001 (Legacy),TRIESTE,357,108.2,106.9,Fresh Food,Upright,China,590.0,Refrigerator,108.2,0,2,860.0,False,MEPS 1999 (table 3b),TR-14DR4HAS,,AS/NZS 4474.1:2007,,,,,378.77,New Zealand,13838,Superseded,108.2,505.0,,2004-12-31,Class 2,Available,,,300.0,0.728,108.2,2,,,,ZRF0010
False,AS/NZS 4474.2:2001 (Legacy),INDESIT,575,"183.9,44.0","182.0,44.0","Fresh Food,Freezer",Upright,Italy,600.0,Refrigerator/Freezer,183.9,44,4,1390.0,False,MEPS 1999 (table 3b),R24 S NZ,,AS/NZS 4474.1:2007,,,,,683.386,New Zealand,13894,Superseded,227.9,550.0,,2004-12-31,Class 4,Available,,,424.0,1.02,254.3,4,,,,ZRF0013
False,AS/NZS 4474.2:2001 (Legacy),TRIESTE,585,"183.1,66.7","179.5,66.7","Fresh Food,Freezer",Upright,China,610.0,Refrigerator/Freezer,183.1,66.7,5T,1665.0,False,MEPS 1999 (table 3b),RD-32WR4HC,,AS/NZS 4474.1:2007,,,,,787.989,New Zealand,13939,Superseded,249.8,565.0,,2004-12-31,Class 5,Available,,,424.0,1.256,289.8,5T,,,,ZRF0012
False,AS/NZS 4474.2:2001 (Legacy),FISHER & PAYKEL,756,"387.5,252.5","381.7,218.6","Fresh Food,Freezer",Side by Side,United States of America,,Refrigerator/Freezer,387.5,252.5,5S,,False,MEPS 1999 (table 3b),XRSS204B,,AS/NZS 4474.1:2007,,,,,1555.687,New Zealand,14446,Superseded,640.0,,,2004-12-31,Class 7,Available,,,465.0,1.378,791.5,5S,,,,ZRF0017
False,AS/NZS 4474.2:2001 (Legacy),FISHER & PAYKEL,835,"387.5,238.6","381.7,204.7","Fresh Food,Freezer",Side by Side,United States of America,,Refrigerator/Freezer,387.5,238.6,5s,,True,MEPS 1999 (table 3b),XRSS264B,,AS/NZS 4474.1:2007,,,,,1645.095,New Zealand,14447,Superseded,626.1,,,2004-12-31,Class 7,Available,,,465.0,1.378,769.3,5S,,,,ZRF0015
False,AS/NZS 4474.2:2001 (Legacy),FISHER & PAYKEL,835,"387.5,238.6","381.7,204.7","Fresh Food,Freezer",Side by Side,United States of America,,Refrigerator/Freezer,387.5,238.6,5s,,True,MEPS 1999 (table 3b),XRSS267,,AS/NZS 4474.1:2007,,,,,1645.095,New Zealand,14447,Superseded,626.1,,,2004-12-31,Class 7,Available,,,465.0,1.378,769.3,5S,,,,ZRF0015
False,AS/NZS 4474.2:2001 (Legacy),FISHER & PAYKEL,745,"422.9,264.7","417.0,229.0","Fresh Food,Freezer",Side by Side,United States of America,,Refrigerator/Freezer,422.9,264.7,5s,,True,MEPS 1999 (table 3b),XRSS465B,,AS/NZS 4474.1:2007,,,,,1751.339,New Zealand,14448,Superseded,687.6,,,2004-12-31,Class 7,Available,,,465.0,1.378,846.4,5S,,,,ZRF0016
False,AS/NZS 4474.2:2001 (Legacy),FISHER & PAYKEL,819,"454.8,286.1","448.9,248.6","Fresh Food,Freezer",Side by Side,United States of America,,Refrigerator/Freezer,454.8,286.1,5S,,True,MEPS 1999 (table 3b),XRSS687,,AS/NZS 4474.1:2007,,,,,1842.563,New Zealand,14450,Superseded,740.9,,,2004-12-31,Class 7,Available,,,465.0,1.378,912.6,5S,,,,ZRF0014
False,AS/NZS 4474.2:2001 (Legacy),TRIESTE,712,"70.5,212.3","70.5,208.7","Freezer,Fresh Food",Upright,China,674.0,Refrigerator/Freezer,212.3,70.5,5T,1512.0,False,MEPS 1999 (table 3b),TRD-36WR4HC,,AS/NZS 4474.1:2007,,,,,832.326,New Zealand,15332,Superseded,282.8,595.0,,2004-12-31,Class 5,Available,,,424.0,1.256,325.1,5T,,,,ZRF0020
False,AS/NZS 4474.2:2001 (Legacy),FISHER & PAYKEL,303,164.0,163.0,Freezer,Chest,New Zealand,662.0,Freezer,0,164,6C,903.0,False,MEPS 2005 (table 3a),H160,,AS/NZS 4474.1:2007/Amdt 1:2008,2.5,2.6236,,,316.739,"Australia,New Zealand",15861,Superseded,164.0,611.0,,2010-03-31,Class 8,Unavailable,,,190.0,0.483,262.4,6C,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,ZRF0037
False,AS/NZS 4474.2:2001 (Legacy),FISHER & PAYKEL,341,215.0,214.0,Freezer,Chest,New Zealand,564.0,Freezer,0,215,6C,898.0,False,MEPS 2005 (table 3a),H215,,AS/NZS 4474.1:2007/Amdt 1:2008,2.5,2.6543,,,356.152,"Australia,New Zealand",15862,Superseded,215.0,881.0,,2010-03-31,Class 8,Unavailable,,,190.0,0.483,344.0,6C,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,ZRF0036
False,AS/NZS 4474.2:2001 (Legacy),FISHER & PAYKEL,342,216.0,215.0,Freezer,Chest,New Zealand,662.0,Freezer,0,216,6C,903.0,False,MEPS 2005 (table 3a),H220,,AS/NZS 4474.1:2007/Amdt 1:2008,2.5,2.6516,,,356.925,"Australia,New Zealand",15864,Superseded,216.0,746.0,,2010-03-31,Class 8,Unavailable,,,190.0,0.483,345.6,6C,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,ZRF0035
False,AS/NZS 4474.2:2001 (Legacy),FISHER & PAYKEL,389,275.0,274.0,Freezer,Chest,New Zealand,564.0,Freezer,0,275,6C,898.0,False,MEPS 2005 (table 3a),H275,,AS/NZS 4474.1:2007/Amdt 1:2008,2.5,2.6116,,,402.52,"Australia,New Zealand",15865,Superseded,275.0,1073.0,,2010-03-31,Class 8,Unavailable,,,190.0,0.483,440.0,6C,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,ZRF0034
False,AS/NZS 4474.2:2001 (Legacy),FISHER & PAYKEL,378,276.0,275.0,Freezer,Chest,New Zealand,662.0,Freezer,0,276,6C,903.0,False,MEPS 2005 (table 3a),H280,,AS/NZS 4474.1:2007/Amdt 1:2008,2.5,2.7283,,,403.293,"Australia,New Zealand",15866,Superseded,276.0,901.0,,2010-03-31,Class 8,Unavailable,,,190.0,0.483,441.6,6C,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,ZRF0033
False,AS/NZS 4474.2:2001 (Legacy),FISHER & PAYKEL,407,320.0,319.0,Freezer,Chest,New Zealand,564.0,Freezer,0,320,6C,898.0,False,MEPS 2005 (table 3a),H320,,AS/NZS 4474.1:2007/Amdt 1:2008,2.5,2.7324,,,437.296,"Australia,New Zealand",15867,Superseded,320.0,1214.0,,2010-03-31,Class 8,Unavailable,,,190.0,0.483,512.0,6C,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,ZRF0032
False,AS/NZS 4474.2:2001 (Legacy),FISHER & PAYKEL,433,358.0,357.0,Freezer,Chest,New Zealand,662.0,Freezer,0,358,6C,903.0,False,MEPS 2005 (table 3a),H360,,AS/NZS 4474.1:2007/Amdt 1:2008,2.5,2.7176,,,466.662,"Australia,New Zealand",15868,Superseded,358.0,1111.0,,2010-03-31,Class 8,Unavailable,,,190.0,0.483,572.8,6C,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,ZRF0031
False,AS/NZS 4474.2:2001 (Legacy),FISHER & PAYKEL,542,511.0,510.0,Freezer,Chest,New Zealand,730.0,Freezer,0,511,6C,903.0,False,MEPS 2005 (table 3a),H510,,AS/NZS 4474.1:2007/Amdt 1:2008,2.5,2.5869,,,584.901,"Australia,New Zealand",15869,Superseded,511.0,1351.0,,2010-03-31,Class 8,Unavailable,,,190.0,0.483,817.6,6C,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,ZRF0064
False,AS/NZS 4474.2:2001 (Legacy),FISHER & PAYKEL,696,699.0,698.0,Freezer,Chest,New Zealand,730.0,Freezer,0,699,6C,903.0,False,MEPS 2005 (table 3a),H701,,AS/NZS 4474.1:2007/Amdt 1:2008,2.0,2.2984,,,730.187,"Australia,New Zealand",15870,Superseded,699.0,1781.0,,2010-03-31,Class 8,Unavailable,,,190.0,0.483,1118.4,6C,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,ZRF0030
True,AS/NZS 4474.2:2001 (Legacy),FISHER & PAYKEL,407,"232.0,97.0","221.0,75.0","Fresh Food,Freezer",Upright,New Zealand,694.0,Refrigerator/Freezer,232,97,5T,1415.0,False,MEPS 2005 (table 3a),E331T,,AS/NZS 4474.1:2007/Amdt 1:2008,2.5,2.6526,,,471.692,"Australia,New Zealand",15906,Superseded,329.0,635.0,,2010-03-31,Class 5,Unavailable,,,311.0,0.357,387.2,5T,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,ZRF0029
True,AS/NZS 4474.2:2001 (Legacy),FISHER & PAYKEL,498,"250.0,123.0","243.0,65.0","Fresh Food,Freezer",Upright,New Zealand,694.0,Refrigerator/Freezer,250,123,5B,1585.0,False,MEPS 2005 (table 3a),E372B,,AS/NZS 4474.1:2007/Amdt 1:2008,2.0,2.1629,,,599.033,"Australia,New Zealand",15907,Superseded,373.0,635.0,,2010-03-31,Class 6,Unavailable,,,411.0,0.357,446.8,5B,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,ZRF0028
True,AS/NZS 4474.2:2001 (Legacy),FISHER & PAYKEL,433,"283.0,97.0","271.0,75.0","Fresh Food,Freezer",Upright,New Zealand,694.0,Refrigerator/Freezer,283,97,5T,1585.0,False,MEPS 2005 (table 3a),E381T,,AS/NZS 4474.1:2007/Amdt 1:2008,2.5,2.6593,,,490.809,"Australia,New Zealand",15908,Superseded,380.0,635.0,,2010-03-31,Class 5,Unavailable,,,311.0,0.357,438.2,5T,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,ZRF0027
True,AS/NZS 4474.2:2001 (Legacy),FISHER & PAYKEL,528,"280.0,123.0","273.0,65.0","Fresh Food,Freezer",Upright,New Zealand,694.0,Refrigerator/Freezer,280,123,5B,1685.0,False,MEPS 2005 (table 3a),E402B,,AS/NZS 4474.1:2007/Amdt 1:2008,2.0,2.0692,,,610.278,"Australia,New Zealand",15909,Superseded,403.0,635.0,,2010-03-31,Class 6,Unavailable,,,411.0,0.357,476.8,5B,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,ZRF0026
True,AS/NZS 4474.2:2001 (Legacy),FISHER & PAYKEL,454,"314.0,97.0","300.0,75.0","Fresh Food,Freezer",Upright,New Zealand,694.0,Refrigerator/Freezer,314,97,5T,1685.0,False,MEPS 2005 (table 3a),E411T,,AS/NZS 4474.1:2007/Amdt 1:2008,2.5,2.6147,,,502.43,"Australia,New Zealand",15910,Superseded,411.0,635.0,,2010-03-31,Class 5,Unavailable,,,311.0,0.357,469.2,5T,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,ZRF0025
True,AS/NZS 4474.2:2001 (Legacy),FISHER & PAYKEL,519,"229.0,97.0,85.0","222.0,75.0,57.0","Fresh Food,Freezer,Special",Upright,New Zealand,694.0,Refrigerator/Freezer,229,97,5T,1685.0,False,MEPS 2005 (table 3a),E415H,,AS/NZS 4474.1:2007/Amdt 1:2008,2.0,2.0262,"1,1,1",49.69,545.526,"Australia,New Zealand",15951,Superseded,411.0,635.0,,2010-03-31,Class 5,Unavailable,,,311.0,0.357,451.61,5T,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,ZRF0024
False,AS/NZS 4474.2:2001 (Legacy),FISHER & PAYKEL,338,"115.0,57.0","108.0,46.0","Fresh Food,Freezer",Upright,New Zealand,570.0,Refrigerator/Freezer,115,57,5T,1197.0,False,MEPS 2005 (table 3a),E169T,,AS/NZS 4474.1:2007/Amdt 1:2008,2.0,2.2011,,,384.613,"Australia,New Zealand",16082,Superseded,172.0,525.0,,2010-03-31,Class 5,Unavailable,,,311.0,0.357,206.2,5T,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,ZRF0021
False,AS/NZS 4474.2:2001 (Legacy),FISHER & PAYKEL,387,"191.0,57.0","181.0,46.0","Fresh Food,Freezer",Upright,New Zealand,570.0,Refrigerator/Freezer,191,57,5T,1585.0,False,MEPS 2005 (table 3a),E249T,,AS/NZS 4474.1:2007/Amdt 1:2008,2.0,2.2447,,,411.745,"Australia,New Zealand",16083,Superseded,248.0,525.0,,2010-03-31,Class 5,Unavailable,,,311.0,0.357,282.2,5T,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,ZRF0023
False,AS/NZS 4474.2:2001 (Legacy),FISHER & PAYKEL,460,"136.0,110.0","127.0,90.0","Fresh Food,Freezer",Upright,New Zealand,570.0,Refrigerator/Freezer,136,110,5B,1585.0,False,MEPS 2005 (table 3a),E240B,,AS/NZS 4474.1:2007/Amdt 1:2008,1.5,1.7706,,,522.384,"Australia,New Zealand",16084,Superseded,246.0,525.0,,2010-03-31,Class 6,Unavailable,,,411.0,0.357,312.0,5B,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png,ZRF0022
False,AS/NZS 4474.2:2001 (Legacy),FISHER & PAYKEL,309,192.0,178.0,Fresh Food,Upright,New Zealand,570.0,Refrigerator,192,0,1,1197.0,False,MEPS 2005 (table 3a),C190,,AS/NZS 4474.1:2007/Amdt 1:2008,1.0,1.3146,,,342.32,"Australia,New Zealand",16090,Superseded,192.0,525.0,,2010-03-31,Class 1,Unavailable,,,278.0,0.335,192.0,1,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.png,ZRF0045
False,AS/NZS 4474.2:2001 (Legacy),FISHER & PAYKEL,340,266.0,250.0,Fresh Food,Upright,New Zealand,570.0,Refrigerator,266,0,1,1585.0,False,MEPS 2005 (table 3a),C270,,AS/NZS 4474.1:2007/Amdt 1:2008,1.0,1.3085,,,367.11,"Australia,New Zealand",16091,Superseded,266.0,525.0,,2010-03-31,Class 1,Unavailable,,,278.0,0.335,266.0,1,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.png,ZRF0044
False,AS/NZS 4474.2:2001 (Legacy),FISHER & PAYKEL,291,"109.0,6.0","101.0,6.0","Fresh Food,Ice making",Upright,New Zealand,570.0,Refrigerator,109,0,2,809.0,False,MEPS 2005 (table 3a),P120,,AS/NZS 4474.1:2007/Amdt 1:2008,1.0,1.0751,,,322.698,"Australia,New Zealand",16092,Superseded,115.0,525.0,,2010-03-31,Class 2,Unavailable,,,289.0,0.29,116.2,2,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.png,ZRF0043
False,AS/NZS 4474.2:2001 (Legacy),FISHER & PAYKEL,405,153.0,107.0,Freezer,Upright,New Zealand,570.0,Freezer,0,153,7,1197.0,False,MEPS 2005 (table 3a),N150,,AS/NZS 4474.1:2007/Amdt 1:2008,1.0,1.394,,,473.014,"Australia,New Zealand",16094,Superseded,153.0,525.0,,2010-03-31,Class 10,Unavailable,,,356.0,0.478,244.8,7,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.png,ZRF0039
False,AS/NZS 4474.2:2001 (Legacy),FISHER & PAYKEL,498,213.0,152.0,Freezer,Upright,New Zealand,570.0,Freezer,0,213,7,1585.0,False,MEPS 2005 (table 3a),N210,,AS/NZS 4474.1:2007/Amdt 1:2008,1.0,1.1882,,,518.902,"Australia,New Zealand",16098,Superseded,213.0,525.0,,2010-03-31,Class 10,Unavailable,,,356.0,0.478,340.8,7,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.png,ZRF0042
False,AS/NZS 4474.2:2001 (Legacy),FISHER & PAYKEL,565,304.0,237.0,Freezer,Upright,New Zealand,694.0,Freezer,0,304,7,1415.0,False,MEPS 2005 (table 3a),N308,,AS/NZS 4474.1:2007/Amdt 1:2008,1.0,1.3771,,,588.499,"Australia,New Zealand",17697,Superseded,304.0,635.0,,2010-03-31,Class 10,Unavailable,,,356.0,0.478,486.4,7,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.png,ZRF0041
False,AS/NZS 4474.2:2001 (Legacy),FISHER & PAYKEL,644,389.0,288.0,Freezer,Upright,New Zealand,694.0,Freezer,0,389,7,1685.0,False,MEPS 2005 (table 3a),N388,,AS/NZS 4474.1:2007/Amdt 1:2008,1.0,1.3657,,,653.507,"Australia,New Zealand",17698,Superseded,389.0,635.0,,2010-03-31,Class 10,Unavailable,,,356.0,0.478,622.4,7,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.png,ZRF0040
False,AS/NZS 4474.2:2001 (Legacy),SMEG,386,"211.0,137.0","204.0,126.0","Fresh Food,Freezer",Upright,Italy,700.0,Refrigerator/Freezer,211,137,5B,1780.0,False,MEPS 1999 (table 3b),FAB32,,AS/NZS 4474.1:2007,,,,,964.08,New Zealand,18471,Superseded,348.0,600.0,,2004-12-31,Class 6,Available,http://www.applico.co.nz/,,424.0,1.256,430.0,5B,,,,ZRF0046
False,AS/NZS 4474.2:2001 (Legacy),SMEG,472,"247.0,104.0","245.0,69.0","Fresh Food,Freezer",Upright,Italy,680.0,Refrigerator/Freezer,247,104,4,1670.0,False,MEPS 1999 (table 3b),FAB30,,AS/NZS 4474.1:2007,,,,,782.428,New Zealand,18474,Superseded,351.0,600.0,,2004-12-31,Class 4,Available,http://www.applico.co.nz/,,424.0,1.02,351.4,4,,,,ZRF0047
False,AS/NZS 4474.2:2001 (Legacy),SMEG,327,"25.0,259.0","21.0,250.0","Freezer,Fresh Food",Upright,Italy,670.0,Refrigerator/Freezer,259,25,3,1460.0,False,MEPS 1999 (table 3b),FAB28,,AS/NZS 4474.1:2007/Amdt 1:2008,,,,,557.2,"Australia,New Zealand",18681,Superseded,284.0,600.0,,2004-12-31,Class 4,Available,http://www.applico.co.nz/,,330.0,0.8,284.0,4,,,,ZRF0048
True,AS/NZS 4474.2:2001 (Legacy),LG,680,"228.0,353.0",,"Freezer,Fresh Food",Side by Side,South Korea,725.0,Refrigerator/Freezer,353,228,5S,1750.0,False,MEPS 2005 (table 3a),GR-B197GTQ,,AS/NZS 4474.1:2007/Amdt 1:2008,1.5,1.9477,,,724.824,"Australia,New Zealand",19029,Superseded,581.0,890.0,,2010-03-31,Class 7,Unavailable,,,569.0,0.169,717.8,5S,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png,ZRF0050
True,AS/NZS 4474.2:2001 (Legacy),LG,680,"228.0,353.0",,"Freezer,Fresh Food",Side by Side,South Korea,725.0,Refrigerator/Freezer,353,228,5S,1750.0,False,MEPS 2005 (table 3a),GR-B197GVQ,,AS/NZS 4474.1:2007/Amdt 1:2008,1.5,1.9477,,,724.824,"Australia,New Zealand",19029,Superseded,581.0,890.0,,2010-03-31,Class 7,Unavailable,,,569.0,0.169,717.8,5S,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png,ZRF0050
False,AS/NZS 4474.2:2001 (Legacy),LG,710,"225.0,369.0",,"Freezer,Fresh Food",Side by Side,South Korea,755.0,Refrigerator/Freezer,369,225,5S,1750.0,True,MEPS 2005 (table 3a),GR-L207GTZ,,AS/NZS 4474.1:2007/Amdt 1:2008,1.5,1.8154,,,812.201,"Australia,New Zealand",19037,Superseded,594.0,890.0,,2010-03-31,Class 7,Unavailable,,,569.0,0.169,729.0,5S,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png,ZRF0049
